epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,2.4893178374705482,1.0614401567719087,6.030117561843822,0.7723577235772358
2,0.9640484839134553,1.0053475711934248,1.1807233657597043,0.5203252032520326
3,0.9330369434117183,0.9830339116392709,1.3664734539825742,0.4878048780487805
4,0.919164148441006,0.9730405105990145,1.5472705785821124,0.5447154471544715
5,0.913176421450375,0.9680549516618012,1.4113889578275565,0.524390243902439
6,0.9059245444844135,0.9630764530856097,1.6453379415641955,0.532520325203252
7,0.9028280428753154,0.9573701645459453,1.8870575998008736,0.5975609756097561
8,0.8995921013361144,0.9463545629998372,2.079758176958658,0.7032520325203252
9,0.8905259359975147,0.9415765987631102,2.2023751649672425,0.6910569105691057
10,0.881923455253821,0.937334828906657,2.0198436899761845,0.6300813008130082
