epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.2371874455790914,0.9065356254577637,0.8441569274056789,0.8448945041426965,0.7955217638558901,1.0725395076392008,0.6636719339849284,10.982341247220193,1.0
2,1.1886028391723928,0.8890312910079956,0.820581347196135,0.8287821422887235,0.7761006138762999,1.0349332175255919,0.6425094150939247,9.427981038247385,1.0
3,1.1390460142226966,0.8923715949058533,0.8247591112822731,0.8185317062691608,0.7921978467174283,1.0505348419613363,0.6377720501811673,7.172848943741091,1.0
4,1.161947250080478,0.892569899559021,0.8299861670461487,0.8388755944381212,0.7976034602076378,1.0372872721717168,0.6461783413671188,7.654278109150548,1.0
5,1.1317676812172364,0.8894585371017456,0.8243685634718504,0.8484821879081798,0.7958920647807075,1.0193368565241565,0.6337631446743579,6.276734955849186,1.0
6,1.1152766332630428,0.8886056542396545,0.8221507214603961,0.8412537115967038,0.8097185424917579,1.0086663779299423,0.6289642538231807,6.210952839543743,1.0
7,1.0807862471805323,0.8865336179733276,0.8153060443937592,0.8337172257608105,0.794536549206192,1.0046316406500413,0.6283387619579932,5.291796974597439,1.0
8,1.1213545703583025,0.8877182006835938,0.8200219210356156,0.8331972000842497,0.803093605607325,1.0102636118725714,0.6335332665783161,5.368648798235001,1.0
9,1.0574688338904292,0.8881998658180237,0.819655154754682,0.842937600280911,0.7962739947288432,1.0097802597761012,0.6296287642328726,4.593482117499074,1.0
10,1.0566763295542376,0.8877907991409302,0.8223058351104794,0.8459846132456538,0.8033071772479757,1.013074321396647,0.6268572285516408,5.112963757207317,1.0
11,1.0471944418065344,0.8851955533027649,0.8155805408262069,0.8387863175028635,0.7984097202249347,0.9941635865301242,0.630962539046905,5.0891063520985265,1.0
12,1.042770844036887,0.8850876092910767,0.8149788839770116,0.8396726429438348,0.796606371255445,0.9936744275076886,0.629962094201078,4.384672387953727,1.0
