epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.3571417489100646,0.9094167351722717,24.19503482695549,1.0
2,1.3439384408150876,0.907295823097229,19.221586181271462,1.0
3,1.335230904172088,0.9000234603881836,23.236408656643285,1.0
4,1.2232122536873675,0.8934418559074402,16.083110301725327,1.0
5,1.2342992207208585,0.890581488609314,17.550120384462417,1.0
6,1.2026873501422073,0.8901983499526978,15.21492963067947,1.0
7,1.2963544960514268,0.8889196515083313,18.041561195927283,1.0
8,1.1668772824250042,0.8892037272453308,16.845432181512155,1.0
9,1.2390295408401286,0.8881313800811768,18.169924799473055,1.0
10,1.2528620538774948,0.8874894976615906,16.044771217530773,1.0
