molecule_id,cyp_target,intervention,target,bond_index,ring_bond,mean_lyapunov,std_lyapunov,positive_block_fraction,repeats,baseline_lyapunov,lyapunov_change
OCNT-2328784,CYP1A2,baseline,whole_molecule,-1,False,0.0110974921844899,0.0001818393357098,0.975,2,0.0110974921844899,0.0
OCNT-2328784,CYP1A2,bond_deletion,0-1:SINGLE,0,False,0.0114244851283729,0.0004553399048745,0.9775,2,0.0110974921844899,0.0003269929438830012
OCNT-2328784,CYP1A2,bond_type_change,0-1:SINGLE->double,0,False,0.0108716855756938,0.0001376024447381,0.9375,2,0.0110974921844899,-0.00022580660879609887
OCNT-2328784,CYP1A2,bond_type_change,0-1:SINGLE->triple,0,False,0.0118085262365639,6.758561357855797e-05,0.9625,2,0.0110974921844899,0.0007110340520740006
OCNT-2328784,CYP1A2,bond_type_change,0-1:SINGLE->aromatic,0,False,0.0105501478537917,0.0009019616991281,0.975,2,0.0110974921844899,-0.0005473443306981997
OCNT-2328784,CYP1A2,bond_deletion,1-2:SINGLE,1,False,0.011768041178584,0.0002196030691266,0.9825,2,0.0110974921844899,0.0006705489940941004
OCNT-2328784,CYP1A2,bond_type_change,1-2:SINGLE->double,1,False,0.0147712957113981,7.501337677240372e-05,0.9525,2,0.0110974921844899,0.003673803526908201
OCNT-2328784,CYP1A2,bond_type_change,1-2:SINGLE->triple,1,False,0.0118187759071588,0.000204924494028,0.9825,2,0.0110974921844899,0.0007212837226689001
OCNT-2328784,CYP1A2,bond_type_change,1-2:SINGLE->aromatic,1,False,0.010582432616502,0.0002847188152372,0.985,2,0.0110974921844899,-0.0005150595679878998
OCNT-2328784,CYP1A2,bond_deletion,2-3:DOUBLE,2,False,0.0116229653358459,0.0008424669504165,0.985,2,0.0110974921844899,0.0005254731513560009
OCNT-2328784,CYP1A2,bond_type_change,2-3:DOUBLE->single,2,False,0.0111611760221421,0.0007845996879041,0.98,2,0.0110974921844899,6.368383765220122e-05
OCNT-2328784,CYP1A2,bond_type_change,2-3:DOUBLE->triple,2,False,0.0111928759142756,0.000344630330801,0.9775,2,0.0110974921844899,9.538372978569985e-05
OCNT-2328784,CYP1A2,bond_type_change,2-3:DOUBLE->aromatic,2,False,0.0123989405110478,5.066860467195511e-05,0.98,2,0.0110974921844899,0.0013014483265579007
OCNT-2328784,CYP1A2,bond_deletion,2-4:SINGLE,3,False,0.0110637512989342,0.00017797248438,0.9725,2,0.0110974921844899,-3.374088555569907e-05
OCNT-2328784,CYP1A2,bond_type_change,2-4:SINGLE->double,3,False,0.0124223539605736,0.0001716054975986,0.9825,2,0.0110974921844899,0.0013248617760837009
OCNT-2328784,CYP1A2,bond_type_change,2-4:SINGLE->triple,3,False,0.0115635269321501,0.0001445994712412,0.985,2,0.0110974921844899,0.00046603474766019996
OCNT-2328784,CYP1A2,bond_type_change,2-4:SINGLE->aromatic,3,False,0.0107350717298686,0.0002093878574669,0.985,2,0.0110974921844899,-0.0003624204546212994
OCNT-2328784,CYP1A2,bond_deletion,4-5:SINGLE,4,False,0.0118025066331028,8.703209459781647e-06,0.9825,2,0.0110974921844899,0.0007050144486129006
OCNT-2328784,CYP1A2,bond_type_change,4-5:SINGLE->double,4,False,0.011337302159518,3.814557567238808e-05,0.98,2,0.0110974921844899,0.00023980997502810047
OCNT-2328784,CYP1A2,bond_type_change,4-5:SINGLE->triple,4,False,0.0114546860568225,2.2862572222948074e-05,0.9725,2,0.0110974921844899,0.0003571938723326007
OCNT-2328784,CYP1A2,bond_type_change,4-5:SINGLE->aromatic,4,False,0.0116662583313882,0.0001570382155478,0.98,2,0.0110974921844899,0.0005687661468983009
OCNT-2328784,CYP1A2,bond_deletion,5-6:AROMATIC,5,True,0.0118583277799189,0.000221602153033,0.9875,2,0.0110974921844899,0.0007608355954290009
OCNT-2328784,CYP1A2,ring_opening,5-6:AROMATIC,5,True,0.0113253099843859,7.4031762778759e-05,0.97,2,0.0110974921844899,0.00022781779989600008
OCNT-2328784,CYP1A2,bond_type_change,5-6:AROMATIC->single,5,True,0.013042030390352,0.0004191440530121,0.9675,2,0.0110974921844899,0.0019445382058621008
OCNT-2328784,CYP1A2,bond_type_change,5-6:AROMATIC->double,5,True,0.0112553285434842,0.0003970144316554,0.985,2,0.0110974921844899,0.00015783635899430104
OCNT-2328784,CYP1A2,bond_type_change,5-6:AROMATIC->triple,5,True,0.0112350252456963,0.000254328828305,0.98,2,0.0110974921844899,0.00013753306120639977
OCNT-2328784,CYP1A2,bond_deletion,6-7:AROMATIC,6,True,0.0112448716536164,0.0002490691840648,0.9825,2,0.0110974921844899,0.0001473794691265011
OCNT-2328784,CYP1A2,ring_opening,6-7:AROMATIC,6,True,0.0110477763228118,0.0003699888475239,0.9675,2,0.0110974921844899,-4.971586167809919e-05
OCNT-2328784,CYP1A2,bond_type_change,6-7:AROMATIC->single,6,True,0.0109059885144233,0.0003012735396623,0.985,2,0.0110974921844899,-0.00019150367006660028
OCNT-2328784,CYP1A2,bond_type_change,6-7:AROMATIC->double,6,True,0.0106388670392334,0.0004245531745254,0.9775,2,0.0110974921844899,-0.00045862514525650024
OCNT-2328784,CYP1A2,bond_type_change,6-7:AROMATIC->triple,6,True,0.0117683042772114,0.0002465019933879,0.985,2,0.0110974921844899,0.0006708120927215004
OCNT-2328784,CYP1A2,bond_deletion,7-8:AROMATIC,7,True,0.0111577925272285,9.868759661912918e-06,0.9875,2,0.0110974921844899,6.030034273860063e-05
OCNT-2328784,CYP1A2,ring_opening,7-8:AROMATIC,7,True,0.0119568835943937,0.0002838475629687,0.985,2,0.0110974921844899,0.0008593914099038012
OCNT-2328784,CYP1A2,bond_type_change,7-8:AROMATIC->single,7,True,0.0119693093001842,0.0002390705049037,0.985,2,0.0110974921844899,0.0008718171156943
OCNT-2328784,CYP1A2,bond_type_change,7-8:AROMATIC->double,7,True,0.0106142559088766,0.000155369285494,0.98,2,0.0110974921844899,-0.0004832362756132993
OCNT-2328784,CYP1A2,bond_type_change,7-8:AROMATIC->triple,7,True,0.0122552411630749,6.472133100032806e-05,0.9825,2,0.0110974921844899,0.0011577489785850013
OCNT-2328784,CYP1A2,bond_deletion,8-9:AROMATIC,8,True,0.014138248283416,0.0020019239746034,0.975,2,0.0110974921844899,0.0030407560989261003
OCNT-2328784,CYP1A2,ring_opening,8-9:AROMATIC,8,True,0.0116372662596404,0.0006928858347237,0.9725,2,0.0110974921844899,0.0005397740751505002
OCNT-2328784,CYP1A2,bond_type_change,8-9:AROMATIC->single,8,True,0.0119414408691227,0.0001998511143028,0.9825,2,0.0110974921844899,0.0008439486846328007
OCNT-2328784,CYP1A2,bond_type_change,8-9:AROMATIC->double,8,True,0.0115337269380688,7.588043808937073e-05,0.975,2,0.0110974921844899,0.0004362347535789013
OCNT-2328784,CYP1A2,bond_type_change,8-9:AROMATIC->triple,8,True,0.0107883112505078,0.0001498172059655,0.985,2,0.0110974921844899,-0.00030918093398209917
OCNT-2328784,CYP1A2,bond_deletion,9-10:AROMATIC,9,True,0.0112013649195432,0.0001210561022162,0.985,2,0.0110974921844899,0.00010387273505330086
OCNT-2328784,CYP1A2,ring_opening,9-10:AROMATIC,9,True,0.0108643183484673,0.0006108460947871,0.98,2,0.0110974921844899,-0.00023317383602259982
OCNT-2328784,CYP1A2,bond_type_change,9-10:AROMATIC->single,9,True,0.0113314026966691,0.0004163244739174,0.9825,2,0.0110974921844899,0.00023391051217920046
OCNT-2328784,CYP1A2,bond_type_change,9-10:AROMATIC->double,9,True,0.0119982408359646,1.2208707630634308e-05,0.9875,2,0.0110974921844899,0.0009007486514747004
OCNT-2328784,CYP1A2,bond_type_change,9-10:AROMATIC->triple,9,True,0.0103730172850191,0.0001141303218901,0.975,2,0.0110974921844899,-0.0007244748994707992
OCNT-2328784,CYP1A2,bond_deletion,10-11:AROMATIC,10,True,0.0114047946408391,9.143631905317308e-05,0.9825,2,0.0110974921844899,0.00030730245634920036
OCNT-2328784,CYP1A2,ring_opening,10-11:AROMATIC,10,True,0.0106413881294429,0.0003661490045487,0.98,2,0.0110974921844899,-0.0004561040550469988
OCNT-2328784,CYP1A2,bond_type_change,10-11:AROMATIC->single,10,True,0.0111027043312788,0.0002492628991603,0.985,2,0.0110974921844899,5.21214678889971e-06
OCNT-2328784,CYP1A2,bond_type_change,10-11:AROMATIC->double,10,True,0.01132971374318,0.0006039389409124,0.98,2,0.0110974921844899,0.0002322215586901006
OCNT-2328784,CYP1A2,bond_type_change,10-11:AROMATIC->triple,10,True,0.0118897096253931,0.0002399976365268,0.95,2,0.0110974921844899,0.0007922174409032007
OCNT-2328784,CYP1A2,bond_deletion,11-12:AROMATIC,11,True,0.0111884563229978,0.0003727204166352,0.985,2,0.0110974921844899,9.096413850790026e-05
OCNT-2328784,CYP1A2,ring_opening,11-12:AROMATIC,11,True,0.0118086314760148,5.6681688874959946e-05,0.98,2,0.0110974921844899,0.000711139291524901
OCNT-2328784,CYP1A2,bond_type_change,11-12:AROMATIC->single,11,True,0.0111097525805234,0.0001924633979797,0.985,2,0.0110974921844899,1.226039603350118e-05
OCNT-2328784,CYP1A2,bond_type_change,11-12:AROMATIC->double,11,True,0.0106960260309278,7.683178409934044e-05,0.9825,2,0.0110974921844899,-0.00040146615356210016
OCNT-2328784,CYP1A2,bond_type_change,11-12:AROMATIC->triple,11,True,0.0114451665431261,0.0002847351133823,0.985,2,0.0110974921844899,0.0003476743586361998
OCNT-2328784,CYP1A2,bond_deletion,12-13:AROMATIC,12,True,0.011336135212332,0.0001083421520888,0.9825,2,0.0110974921844899,0.00023864302784210034
OCNT-2328784,CYP1A2,ring_opening,12-13:AROMATIC,12,True,0.011058694217354,0.0001526833511888,0.9775,2,0.0110974921844899,-3.879796713589928e-05
OCNT-2328784,CYP1A2,bond_type_change,12-13:AROMATIC->single,12,True,0.011235321406275,0.0005454984493553,0.98,2,0.0110974921844899,0.00013782922178509974
