epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,6.11255830125456,0.9007089734077454,0.8340723852704618,0.8603275458357593,0.8061540141054359,1.007474185797174,0.6623337953434779,1617.3358024012657,1.0
2,1.5783531154677235,0.9011592864990234,0.8517240576029088,0.8317875166973229,0.838885578450656,1.0432439209394864,0.6929792143241703,24.388919541912696,1.0
3,1.2856068241452896,0.8969195485115051,0.840742300130849,0.823935452056737,0.8354576124623985,1.0168445757462206,0.6867315602580404,6.022081805813697,1.0
4,1.8289334739446814,0.8925303816795349,0.8301406782834835,0.8162392511797135,0.8078196445975205,1.0212856625545523,0.6752181548021479,57.80798604988283,1.0
5,2.8153153340085306,0.8987202048301697,0.8377320366941353,0.8370893367384288,0.8139063205540281,1.0295810761631163,0.6703514133209683,142.01422588863682,1.0
6,1.3570853798213471,0.90342777967453,0.8441450651496635,0.83780762095222,0.8237276966518711,1.0414836624955628,0.6735612804989999,8.23008797437914,1.0
7,2.083310312736365,0.9016805291175842,0.8392061904533111,0.8477057544468527,0.8346210425686693,1.01218045138346,0.6623175134142625,75.00791938843265,1.0
8,2.2908237784938894,0.9007270336151123,0.8429461192359284,0.8395334045476633,0.8205210559772823,1.0415470298960225,0.6701829865227459,93.59880152248567,1.0
9,2.665427386884632,0.8945107460021973,0.8255246383380368,0.844109425250542,0.7588393083943971,1.0278580934551815,0.6712917262520268,156.83413122930835,1.0
10,1.5505332094517834,0.8999508023262024,0.8378661970248518,0.865327008308514,0.7650843011606786,1.0551894833979607,0.665863995232254,22.527068638032482,1.0
11,2.1184389686847727,0.9165365695953369,0.8697346542145007,0.8387020687445085,0.877938160435989,1.0959703309580269,0.6663280567194785,88.74066750464901,0.9838709677419355
12,2.0164505598359774,0.905604362487793,0.8445131515062061,0.8286201240336497,0.7949941576017114,1.0971331028491513,0.6573052215403119,98.73694147986751,1.0
13,1.3491625367228943,0.9028874635696411,0.8472374718509238,0.8479716660541674,0.7977053228307778,1.072614228279021,0.670658670239729,7.860698230804935,1.0
14,1.3665829066291812,0.9051657915115356,0.8498405950710836,0.8412310311401867,0.8314470914822706,1.0464097622545383,0.6802744954073384,12.590275979811146,1.0
