epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1566657428806058,0.898273229598999,15.135486279764484,1.0
2,1.2002775176006626,0.9025029540061951,14.280997214778777,1.0
3,1.138738539460394,0.895962655544281,12.660183891173332,1.0
4,1.1372189962744048,0.8909253478050232,11.307314226704259,1.0
5,1.1706489911393516,0.885212242603302,14.425406794394217,1.0
6,1.13990634045936,0.8884368538856506,11.394316704042497,1.0
7,1.0828339809168057,0.889575183391571,11.353413181920205,1.0
8,1.1274904594791593,0.8945276141166687,77.3252966019415,1.0
9,1.0873462486471168,0.8934686183929443,11.708265489147555,1.0
10,1.0816253917010248,0.891755223274231,11.208741941759664,1.0
