epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.3585196822548768,0.9048638343811035,46.0814011327682,1.0
2,1.196372777848148,0.9084123373031616,12.154702178893551,1.0
3,1.2233269614272582,0.9038196206092834,10.52868261644917,1.0
4,1.2392895196390343,0.9007165431976318,13.630770860179778,1.0
5,1.1697516305995517,0.8973812460899353,10.427132806470317,1.0
6,1.1802889849879492,0.8982513546943665,10.932097419615715,1.0
7,1.178913524801036,0.8990932106971741,10.906551091901717,1.0
8,1.1702982961288462,0.8914973139762878,11.24918919993985,1.0
9,1.195655695615186,0.8902969360351562,11.310957908630371,1.0
10,1.1578904394402043,0.8896995186805725,11.852620140198738,1.0
