epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.9198549486979781,0.8806546330451965,220.36375624133694,1.0
2,1.5162431879665759,0.8805041313171387,95.47571852899367,1.0
3,1.5264042404624625,0.8719179630279541,97.27120596362698,1.0
4,1.643761676036868,0.8684029579162598,142.76634560861896,1.0
5,1.460345979278813,0.8651713132858276,78.02709370274698,1.0
6,1.4843812554622504,0.8848738670349121,106.12957283758348,1.0
7,1.4330402691075903,0.8775978088378906,86.9807541754938,1.0
8,1.6446531719367452,0.8751993775367737,158.08840007166708,1.0
9,1.4434817306380765,0.8769024014472961,64.4089909830401,1.0
10,1.654760610410985,0.8678947687149048,110.36571281186995,1.0
11,1.519168161652468,0.8642436265945435,93.99954094425324,1.0
