epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,4.4685045791927305,4.05871256689764,11.664409762934634,1.0
2,3.721776664254457,3.1620256625588454,11.299721115513853,1.0
3,2.733969713282056,2.136172945909478,9.096043360860724,1.0
4,1.7336872207489904,1.2581431153488558,5.130448918593557,1.0
5,1.1042711280572162,1.1210889739463339,1.405783316708709,0.2631578947368421
6,1.0620905703674433,1.109475317109167,0.9819373935461044,0.10526315789473684
7,1.0565108650342572,1.104797377503782,1.073731246159265,0.13157894736842105
8,1.0392805596081678,1.0856110832776762,0.8780642238102461,0.0
9,1.006489023760613,1.0856426679532876,1.0851323126178039,0.07894736842105263
10,1.0010599476056827,1.0871043939307936,1.3549326603349887,0.15789473684210525
