epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,4.612715778347993,4.384582987215421,11.844782728897897,1.0
2,4.282408999116651,4.020522287635106,11.59551080904509,1.0
3,3.8710482554428753,3.567772432573336,11.577418076364618,1.0
4,3.3897534421981637,3.0592366016415395,10.879625370627956,1.0
5,2.870148350179278,2.5430640172854564,9.603029527162251,1.0
6,2.357919793732799,2.0532890372057477,7.850039381729929,1.0
7,1.868471476178817,1.6093944223573826,5.921998513372321,1.0
8,1.4447072941863044,1.2559231049084514,3.8143347407642163,1.0
9,1.1468901793399846,1.1040207349962363,1.761788349794714,0.7368421052631579
10,1.0539309346984707,1.0953915471478222,1.0319301521307545,0.4473684210526316
