epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.564021697371576,0.903567910194397,0.8467312515599136,0.8713107783574515,0.8423975277191297,0.98789101306604,0.6853256870970332,140.4014714917829,1.0
2,1.0904272721431822,0.8989062905311584,0.8425582765357686,0.8575788941836869,0.8354383139411654,1.0335602529651686,0.6436556450530535,17.377278270259982,1.0
3,1.1085068425488833,0.9010463953018188,0.8329062021142918,0.8639510045538481,0.7954406514967768,1.0331528728025927,0.6390802796039495,16.45278746466483,1.0
4,1.1400856604623624,0.8995576500892639,0.8317111186784878,0.8521559873933934,0.8062359247753975,1.0121563027571086,0.6562962597880516,15.194768482638944,1.0
5,1.1228962583583266,0.9038083553314209,0.8366601839727439,0.8877161028219139,0.7905981424260956,0.9943842156065253,0.6739422750364403,11.444030730955062,1.0
6,0.9987332386492326,0.8985344171524048,0.8430313101304185,0.8674288213687691,0.8450749821995965,1.0196759563041695,0.6399454806491389,5.44293813936172,1.0
7,1.0025930400565077,0.8944839835166931,0.8315951813948402,0.8580527085085262,0.8140494039883325,1.0222476202077202,0.6320309928747823,7.270032901917735,1.0
8,1.0043693748002238,0.8905227184295654,0.8273426370338102,0.8602693894777095,0.8224034717230914,1.0183421949309108,0.608355492003529,5.22948855738486,1.0
9,0.958897959901428,0.8804563879966736,0.8122663692173431,0.8515427562676195,0.7855070191915651,1.0111741787381927,0.6008415226719952,6.58839435731211,1.0
10,0.9591032437105902,0.8804982304573059,0.8118505583414543,0.8495112551938276,0.7752385651286688,1.0178819814172946,0.6047704316260257,6.05877810524356,1.0
11,0.9660186122701198,0.8844075798988342,0.8105173704237574,0.8366743405108478,0.8039096740131463,1.0081478713258798,0.5933375958451554,4.675641223307578,1.0
12,0.9869577876751804,0.8829199075698853,0.8159564818170684,0.8531069683735093,0.8043711830963111,1.0150152522623503,0.5913325235361028,5.3767399384129435,1.0
13,0.9645757156532355,0.8801731467247009,0.8132315066290463,0.8562047634786416,0.8141568502886516,1.0025151182408056,0.5800492945080862,5.056712854293085,1.0
14,0.9326283910734163,0.8748271465301514,0.8035601609083686,0.8435805757489262,0.7836766924231603,1.0057032903446974,0.5812800851166905,6.113506253688566,1.0
15,0.9652798369512826,0.8745173811912537,0.8024433380475515,0.8456184649732148,0.7855856911874886,1.0006473497193333,0.5779218463101693,4.919676057754025,1.0
