epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.123621423254855,0.8978250026702881,0.8392369226389107,0.8532763386350926,0.830728513923795,1.0223072674762512,0.650635570520504,6.825766796065915,1.0
2,1.0491441850684127,0.9060690999031067,0.8416151180702627,0.841917313052939,0.8186703613687215,1.0132465828966732,0.6926262149627168,4.669612813380457,1.0
3,0.9913829713646138,0.9074103832244873,0.8431346543543015,0.8454197462702403,0.8347598919292556,1.0036543965977072,0.6887045826200027,3.006837806394023,0.9838709677419355
4,0.982888757963547,0.9022829532623291,0.8370801203416761,0.8314991312330473,0.8549154693800604,0.9885188513051641,0.6733870294484324,2.2880921248466737,0.9193548387096774
5,0.9628502341927397,0.9011310338973999,0.8359818777050085,0.8246162358335316,0.8387393662738688,1.0085131466121158,0.6720587621005177,2.5782027273408827,0.9516129032258065
6,0.9555227097458272,0.9025503396987915,0.840549901050897,0.8287595617932971,0.8479351430328275,1.0137780389490558,0.6717268604284079,2.636945423579985,0.967741935483871
7,0.933545218360199,0.9031067490577698,0.8392139752776276,0.8287221067642115,0.8492146889216774,0.9978105026091318,0.6811086028154895,2.1486569700702542,0.9516129032258065
8,0.9933677192128455,0.904660701751709,0.8489853633228577,0.8257748854282972,0.8733442491391864,1.0184268335574658,0.6783954851664814,2.6576161201923125,0.967741935483871
9,0.9103190549093021,0.9043349623680115,0.8418359843257097,0.8234245467849702,0.8558983176479332,1.0076381744570442,0.6803828984128916,1.9829292797273206,0.8709677419354839
10,0.9158963145137385,0.9032164216041565,0.8426054640039007,0.8306098090628038,0.8459467773056681,1.0132404439294642,0.6806248257176664,2.4663795703841793,0.9838709677419355
