epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.210890032750577,0.8958537578582764,12.474561422101912,1.0
2,1.038443869506359,0.8978649377822876,6.9544093435810455,0.9838709677419355
3,1.0981768106772862,0.893889307975769,5.674096916952441,0.9838709677419355
4,1.1778352117037076,0.8940986394882202,7.473058494829362,0.9516129032258065
5,1.085891952459495,0.8906962275505066,4.715468410522707,0.9516129032258065
6,1.0646620801776279,0.8929858207702637,4.551798095626216,0.9354838709677419
7,1.0095904983253357,0.8924334049224854,5.06876399055604,0.8870967741935484
8,1.0286517698557194,0.8915783762931824,4.027873468014501,0.8548387096774194
9,0.9903441201831555,0.883912980556488,3.9265357563572545,0.8709677419354839
10,0.9652466043670423,0.8877153992652893,3.333189220197739,0.8064516129032258
11,1.0391348476073288,0.8874780535697937,3.467838018171249,0.8064516129032258
12,1.009632067208244,0.886876106262207,3.9269551307924333,0.8548387096774194
13,1.0479707162949101,0.8876751065254211,4.531487143808795,0.8225806451612904
14,0.9456627439274294,0.8885486721992493,2.990542626188647,0.7419354838709677
15,0.9971586112631862,0.8874028325080872,3.717830677186289,0.7903225806451613
