epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.2137453621668777,0.8940238356590271,12.839772082144215,1.0
2,1.0528153034485237,0.893653929233551,7.6894695028182,0.9838709677419355
3,1.0945807569174717,0.8867674469947815,5.32524811836981,0.967741935483871
4,1.2051497707554633,0.8974147439002991,7.7837018735947145,0.9516129032258065
5,1.0823420237778618,0.8884684443473816,4.329857716637273,0.967741935483871
6,1.0503905275246266,0.8869927525520325,4.50233426209419,0.9193548387096774
7,1.0044090580264489,0.881365180015564,4.074376144716816,0.9354838709677419
8,1.0635105135641563,0.88126140832901,4.375963162991308,0.8387096774193549
9,0.9915128341957468,0.8829778432846069,3.7549850613840166,0.9032258064516129
10,0.9766633035443472,0.8850789070129395,3.4760420370486473,0.8225806451612904
11,1.024497528601518,0.8846564888954163,3.459882988083747,0.8225806451612904
12,1.0719805773742646,0.8848373293876648,5.372688960644506,0.8225806451612904
