test_index,molecule_id,cyp_index,cyp_target,predicted_pic50,late_motion,final_step,late_amplitude,best_recurrence_lag,recurrence_ratio,recurrence_distance,curvature,spectral_concentration,selected_for_visualisation,selection_reason
0,OCNT-0010024,0,CYP1A2,4.903620719909668,7.489180916309124e-06,0.0,7.477994222426787e-05,32,0.5566614860562749,0.0001335841661784798,0.7290857434272766,0.23062430574510923,False,
0,OCNT-0010024,1,CYP2C9,4.688598155975342,8.200999582186341e-05,0.0,0.0012292524334043264,32,0.7761229430845811,0.0020370432175695896,0.59050452709198,0.3252889006816623,False,
0,OCNT-0010024,2,CYP2D6,3.6338770389556885,1.5284265828086063e-05,0.0,0.00018092614482156932,32,0.6449482101305903,0.00031564829987473786,0.5124641060829163,0.33590449365117964,False,
0,OCNT-0010024,3,CYP3A4,3.251270055770874,8.223679515140248e-09,0.0,7.236250212372397e-07,32,0.11913342409808987,6.947357888975603e-08,1.0,0.08807762317364383,True,curved
1,OCNT-0491471,0,CYP1A2,4.632295608520508,2.3485285964852665e-06,0.0,2.3248068828252144e-05,32,0.5197398416012988,3.9226280932780355e-05,0.8043904304504395,0.2104598063752116,False,
1,OCNT-0491471,1,CYP2C9,4.495960235595703,1.5282312233466655e-05,0.0,0.00017222035967279226,32,0.49839330691982414,0.0002438907540636137,0.729158341884613,0.2177855189423378,False,
1,OCNT-0491471,2,CYP2D6,4.6417236328125,0.00035762478364631534,0.0015320571837946773,0.003783523803576827,32,0.8337232185501757,0.009541389532387257,3.064432803512318e-06,0.3666075795388667,False,
1,OCNT-0491471,3,CYP3A4,4.189329147338867,1.3433762546810613e-07,0.0,1.958812845259672e-06,32,0.6842972878020674,3.1606350603397004e-06,0.9880024790763855,0.39427763927598486,False,
2,OCNT-0493952,0,CYP1A2,5.016672134399414,3.299747504570405e-06,0.0,3.257188291172497e-05,32,0.5419848851546047,5.7402659876970574e-05,0.7773454785346985,0.2235148115465146,False,
2,OCNT-0493952,1,CYP2C9,4.845699310302734,1.982293906621635e-05,0.0,0.00022688452736474574,32,0.5169008160666578,0.000328053196426481,0.7170579433441162,0.22406442250411834,False,
2,OCNT-0493952,2,CYP2D6,4.806386947631836,2.9703834059091605e-08,0.0,1.0506565786272404e-06,32,0.3053864962246902,3.880004726397601e-07,1.0,0.16537991378031103,True,curved
2,OCNT-0493952,3,CYP3A4,4.5615034103393555,8.977117431641091e-07,0.0,1.313667235081084e-05,32,0.7730419588727827,2.2454376448877156e-05,0.7506129145622253,0.4178469168656213,False,
3,OCNT-0495173,0,CYP1A2,4.47452449798584,0.0005327812395989895,0.0,0.00848461128771305,2,1.000575662398768,0.0010661958949640393,0.3133868873119354,0.5853517064992049,False,
3,OCNT-0495173,1,CYP2C9,4.343231201171875,1.915461143653374e-05,0.0,0.0002166086051147431,32,0.4834538579651814,0.00029648657073266804,0.693011999130249,0.22856301177699961,False,
3,OCNT-0495173,2,CYP2D6,4.513200283050537,1.0248454174188737e-07,0.0,1.802289261831902e-06,32,0.45215893510902205,1.6275484995276202e-06,0.9669927358627319,0.21111192595788178,False,
3,OCNT-0495173,3,CYP3A4,3.9229981899261475,4.84609870454733e-07,0.0,6.750287866452709e-06,32,0.6626582389853511,1.0488233783689793e-05,0.8526694178581238,0.32899580609878665,False,
4,OCNT-0495806,0,CYP1A2,4.927262306213379,1.9665891159093007e-05,8.283758688776288e-06,0.00027166627114638686,32,0.9584883763312223,0.0006034916150383651,6.68132197461091e-05,0.562020255610229,False,
4,OCNT-0495806,1,CYP2C9,4.838098526000977,4.0038365114014596e-05,0.0,0.0005170914810150862,32,0.9642222853985165,0.0012356968363747,0.46705833077430725,0.5163009235431103,False,
4,OCNT-0495806,2,CYP2D6,4.601799964904785,5.71002146898536e-07,0.0,9.03858381207101e-06,32,0.7432879621866629,1.3819260857417248e-05,0.8166308999061584,0.3775153543936157,False,
4,OCNT-0495806,3,CYP3A4,4.605530261993408,5.538200653631975e-08,0.0,1.4505976650980301e-06,32,0.39447773163377464,8.253358600995853e-07,0.994025707244873,0.15989701090571584,False,
5,OCNT-0496981,0,CYP1A2,4.851145267486572,0.0002977433323394507,0.0,0.004121390171349049,32,0.928231138776453,0.008844285272061825,0.24427418410778046,0.681295122209683,False,
5,OCNT-0496981,1,CYP2C9,4.763506889343262,9.822357242228463e-06,0.0,0.00011135942622786388,32,0.4687661102219927,0.00014749042748007923,0.7472483515739441,0.21442446638920948,False,
5,OCNT-0496981,2,CYP2D6,4.77330207824707,5.829895854958522e-08,0.0,1.2229586445755558e-06,32,0.4038287650209291,8.825946906654281e-07,0.9970043301582336,0.19034658427554477,False,
5,OCNT-0496981,3,CYP3A4,4.44590950012207,3.620891675382154e-07,0.0,4.869633812631946e-06,32,0.6631426987836646,7.895942871982697e-06,0.8767569661140442,0.32684881635539387,False,
6,OCNT-0497785,0,CYP1A2,4.578867435455322,7.821733015589416e-05,1.1630162589426618e-05,0.0008489636820740998,32,0.7022845061207191,0.0017580109415575862,3.3533357054693624e-05,0.39202956564846947,False,
6,OCNT-0497785,1,CYP2C9,3.9842445850372314,4.752452514367178e-05,0.0,0.0005626117927022278,32,0.5766087551751305,0.000877082347869873,0.6417036652565002,0.2750676877212046,False,
6,OCNT-0497785,2,CYP2D6,4.423613548278809,2.644915184646379e-06,0.0,2.8835223929490894e-05,32,0.44493225615488075,3.780023689614609e-05,0.810592532157898,0.22467928705060813,False,
6,OCNT-0497785,3,CYP3A4,3.500929117202759,1.2924725524499081e-05,0.0,0.00014015755732543766,32,0.5942262441167032,0.0002459569077473134,0.593838632106781,0.3648167661323421,False,
7,OCNT-1498525,0,CYP1A2,4.8149871826171875,2.466875685058767e-06,0.0,2.358540950808674e-05,32,0.46411421471132513,3.6785702832276e-05,0.8225178718566895,0.2158767747852984,False,
7,OCNT-1498525,1,CYP2C9,4.446117401123047,6.056745405658148e-05,0.0,0.0007308321073651314,32,0.5910770125202041,0.001145790098235011,0.6237255930900574,0.2766593594118828,False,
7,OCNT-1498525,2,CYP2D6,4.1144185066223145,9.964976197807118e-05,8.376520668207377e-07,0.0017657040152698755,32,0.8889412590011732,0.002834933577105403,0.027661960572004318,0.4715047961532881,False,
7,OCNT-1498525,3,CYP3A4,2.942972183227539,5.288341981213307e-06,0.0,6.635374302277341e-05,32,0.42324954822770106,7.176066719694063e-05,0.7984043955802917,0.1504463188496661,False,
8,OCNT-2148029,0,CYP1A2,4.725547790527344,2.306314854649827e-06,0.0,2.1314372133929282e-05,32,0.4638320592844974,3.438019484747201e-05,0.8315016031265259,0.22134397484410284,False,
8,OCNT-2148029,1,CYP2C9,4.237999439239502,5.65186383028049e-05,0.0,0.0006831679493188858,32,0.5910661581429796,0.0010691892821341753,0.6267054677009583,0.2769335923092421,False,
8,OCNT-2148029,2,CYP2D6,3.8162713050842285,9.453068196307868e-05,7.952251621645701e-07,0.0016774930991232395,32,0.8821251505268626,0.0026686948258429766,0.02773064374923706,0.4716898491272506,False,
8,OCNT-2148029,3,CYP3A4,2.636458396911621,3.961123729823157e-05,3.0630228138761595e-05,0.0007744608446955681,32,0.9001027911625966,0.0011412219610065222,5.185980990063399e-05,0.409263130524565,False,
9,OCNT-2308485,0,CYP1A2,4.908492565155029,0.00012105036876164377,0.0,0.0012481616577133536,32,0.8261714117020528,0.003200531704351306,0.6446866989135742,0.33027103406534764,False,
9,OCNT-2308485,1,CYP2C9,4.800510406494141,1.5063907994772308e-05,0.0,0.00017244010814465582,32,0.5169970743755535,0.0002493813226465136,0.7290818095207214,0.22429438778055694,False,
9,OCNT-2308485,2,CYP2D6,4.843319892883301,2.253245767747103e-08,0.0,7.420339898089878e-07,32,0.2654676676516261,2.7636210120363103e-07,1.0,0.15501850582246876,True,curved
9,OCNT-2308485,3,CYP3A4,4.560629844665527,6.783169510526932e-07,0.0,9.91246270132251e-06,32,0.7692246351762978,1.6943051377893426e-05,0.7865636348724365,0.41691408495510474,False,
10,OCNT-2311186,0,CYP1A2,5.00083589553833,3.641898047135328e-06,0.0,3.600563286454417e-05,32,0.5468191946891917,6.39016943750903e-05,0.7682933807373047,0.22636024370562344,False,
10,OCNT-2311186,1,CYP2C9,4.921950817108154,2.1456819013110362e-05,0.0,0.0002476984809618443,32,0.5265325589002445,0.0003616953326854855,0.7200626134872437,0.21970187675558778,False,
10,OCNT-2311186,2,CYP2D6,4.57963228225708,2.992524969158694e-06,9.42432194506182e-08,5.585630424320698e-05,32,0.8261019346383051,7.937253394629806e-05,0.5035898089408875,0.4526127617435587,False,
10,OCNT-2311186,3,CYP3A4,4.466179847717285,3.02079370158026e-05,2.102528014802374e-05,0.0005797724006697536,32,0.8820666881335091,0.0008529355400241911,3.8560076063731685e-05,0.47224627529949037,False,
