epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,8.581248354839262,0.9315441250801086,2086.911071796571,1.0
2,2.077565569838382,0.9536128044128418,117.39713631906817,1.0
3,1.0436749618900136,0.93021559715271,5.796764289179156,1.0
4,1.294253233664959,0.9285733699798584,14.422280396184613,1.0
5,20.999714664327296,0.9212192296981812,14506.691014443675,1.0
6,1.0736539931064517,0.91617351770401,5.683593488508655,1.0
7,1.1031380080460393,0.914111316204071,5.9809817191093195,1.0
8,3.8598898581503662,0.9187168478965759,758.0537996099841,1.0
9,1.061782447517934,0.9172065854072571,4.663631923737064,1.0
10,14.481489099099363,0.9167948365211487,4064.5033668087376,1.0
