epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.3895326903209926,0.9032360315322876,26.67892233017952,1.0
2,1.3429636549426374,0.9029116630554199,20.702601871182843,1.0
3,1.3242783392069724,0.8996946811676025,18.949020770288282,1.0
4,1.2374821513635732,0.8962545394897461,14.28604260567696,1.0
5,1.1771997158348613,0.8928702473640442,12.424863738398399,1.0
6,1.1196677337607193,0.891943633556366,10.092874338549953,1.0
7,1.096425194345717,0.8886421322822571,9.261300798385374,1.0
8,1.1281879106983785,0.884290874004364,11.071702514925311,1.0
9,1.1077549618458589,0.8865172863006592,12.38748719999867,1.0
10,1.09831417245084,0.89212566614151,11.034123259205971,1.0
