epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.024737995648572,0.9018867611885071,15.432705025519095,1.0
2,1.003767498202559,0.9042442440986633,8.205468608487037,1.0
3,0.9668432826657751,0.9045078158378601,5.018074297135876,1.0
4,1.0490985591920117,0.9023074507713318,4.596687539931266,1.0
5,0.9929949173174493,0.8881078362464905,5.105988125647268,1.0
6,1.0633999998309125,0.8947466015815735,10.047686599916027,1.0
7,1.0694787770516765,0.8965355753898621,14.666214281512845,1.0
8,1.1119859314906049,0.8912640810012817,6.653183737108784,1.0
9,1.0232410705271848,0.8954314589500427,7.171162397630753,1.0
10,0.9697100659587813,0.8921558260917664,3.7573593201175814,1.0
