epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,2.995586213589375,0.9684880971908569,19984.91124319261,1.0
2,1.1649136498619441,0.9744675159454346,316.84037743845295,1.0
3,1.121542577617064,0.9618669748306274,202.75376246052403,1.0
4,1.1303231003042724,0.965014636516571,231.02352637629355,1.0
5,1.1573886601843417,0.9551355838775635,3405.050195017169,1.0
6,1.1991625420860654,0.942139744758606,874.8112878491802,1.0
7,1.1176467923880136,0.9432925581932068,489.2894018850019,1.0
8,5.912766798717109,0.9491766095161438,1764.8803250712733,1.0
9,2.7738346000114618,0.9506152272224426,1037.223076174336,1.0
10,1.1439464340771954,0.9417325258255005,139.96613671702724,1.0
