epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.2692838835451652,0.9118813872337341,22.306070066267445,1.0
2,1.3508646847665449,0.9145843386650085,24.684493649390436,1.0
3,1.1824035619461444,0.9041760563850403,13.82297972709902,1.0
4,1.1790597007143901,0.9004266858100891,14.019963110646893,1.0
5,1.1441196151680384,0.8903606534004211,14.054239488417103,1.0
6,1.1738052515749966,0.8893215656280518,14.65795776920934,1.0
7,1.1856699524220622,0.8861321806907654,17.94461679458618,1.0
8,1.159104427811207,0.8860623240470886,12.236820297856484,1.0
9,1.158265844837756,0.8831039071083069,12.230812595736596,1.0
10,1.1534834298774599,0.8862363696098328,12.031632361873504,1.0
