epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1243309356235085,0.9560680389404297,10.985362514372795,1.0
2,1.1393373770628716,0.960762083530426,6.8991626924084075,1.0
3,1.03978669500882,0.9459595084190369,5.79413813929404,1.0
4,1.063646306578551,0.9406524300575256,6.218993740697061,1.0
5,1.084725489379222,0.9406465291976929,5.903663419908093,1.0
6,1.0741749687077338,0.9474198222160339,6.535023608515339,1.0
7,1.0509991429150052,0.9336056113243103,6.5633134841918945,1.0
8,1.0140047628961184,0.9327235817909241,4.912178970152332,1.0
9,1.0300657104572957,0.9336858987808228,6.130035408081547,1.0
10,1.0671237003528147,0.93491131067276,6.500583833263766,1.0
