epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.3328520292080923,0.9221715331077576,35.54352772620417,1.0
2,1.329463296041569,0.9155632257461548,37.96703498594223,1.0
3,1.2757702847843597,0.9047147035598755,29.288733328542403,1.0
4,1.252349343885732,0.8986597061157227,22.156339983786307,1.0
5,1.2471010511917304,0.8922479748725891,21.002682347451486,1.0
6,1.2964365287268362,0.8879392743110657,27.55956539030998,1.0
7,1.1610874950113994,0.8909574151039124,19.378898974387877,1.0
8,1.3598387811332227,0.8921767473220825,31.069488002407937,1.0
9,1.2886774351802632,0.8935860991477966,22.00295042222546,1.0
10,1.1796193453286885,0.8937227129936218,22.401754825345932,1.0
11,1.201023367336176,0.8951234817504883,25.520481524928922,1.0
