epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1980075668002976,0.9039067625999451,13.558365468055971,1.0
2,1.2468676727947408,0.9071587324142456,11.090973915592317,1.0
3,1.2317068977567767,0.9020021557807922,13.98808660814839,1.0
4,1.1669157645318449,0.8989191055297852,10.639726777230539,1.0
5,1.2344977095377756,0.8968973755836487,14.025830484205677,1.0
6,1.1429563265085436,0.8953368663787842,9.988935270617086,1.0
7,1.1631710477065593,0.8948037028312683,10.995732876562304,1.0
8,1.173339018655618,0.894036591053009,10.190984887461509,1.0
9,1.1785492888486067,0.8938959240913391,12.289714167194981,1.0
10,1.173598577204457,0.8938490152359009,12.261961337058775,1.0
