epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,2.6370580376999966,1.0708092005196614,6.0743905438216235,0.7642276422764228
2,0.9701668885243584,1.0099361267964135,1.1617691307593652,0.4796747967479675
3,0.9394038987503281,0.9956608047519725,1.3010911390306503,0.5609756097560976
4,0.923320048541986,0.977400715999577,1.2845308548066674,0.5975609756097561
5,0.9057575003371323,0.957613598790212,1.5677761530003897,0.7682926829268293
6,0.8941907225337865,0.9593911043871692,2.061643008051849,0.8821138211382114
7,0.8839061154117217,0.9317681596414169,2.263932241293473,0.8983739837398373
8,0.8734318152946583,0.9202116568846153,2.3135744255732713,0.8943089430894309
9,0.8687248319578725,0.9258252604337882,2.613386519556123,0.926829268292683
10,0.862761019881795,0.9162819568629922,2.6457458014895274,0.9065040650406504
11,0.8610164454985054,0.9123497646315843,2.809038601270536,0.9390243902439024
12,0.8575448120611184,0.9076413816347745,2.948064213482345,0.9512195121951219
13,0.8556710112130794,0.9065086915983929,2.8040115709711864,0.9065040650406504
14,0.8544843132331575,0.9106207592902456,2.7902645679508766,0.9471544715447154
15,0.8517817294337711,0.906405129418248,2.841374276857066,0.9308943089430894
16,0.8502428274823454,0.9026229662514782,2.769878369279024,0.9390243902439024
17,0.8504336543772216,0.9020232172731749,2.853001442745449,0.9552845528455285
18,0.8499997675224944,0.90847223303244,2.8904299389540666,0.9471544715447154
19,0.84720395780394,0.9035605139193379,2.8605772228987236,0.9552845528455285
20,0.8473980450226948,0.899450428558147,2.8897114352482123,0.9634146341463414
21,0.8469435407527225,0.9010115858629612,3.0646611670168435,0.9552845528455285
22,0.8448200747174707,0.8994041094363622,3.130620186891013,0.975609756097561
23,0.8444375704524016,0.8979950678270948,3.1764831283712773,0.9471544715447154
24,0.8430097512084435,0.8985530813586553,3.104268195667887,0.959349593495935
25,0.8431498597904589,0.896062401649168,3.247945531354687,0.9471544715447154
26,0.8412454517154683,0.9095837411877206,3.006623430949886,0.9512195121951219
27,0.8415698855743776,0.8946869384571807,3.4193849917349777,0.9715447154471545
28,0.8415301975939709,0.8969194330805252,3.2942391383211787,0.959349593495935
29,0.8407351765078154,0.89337418344843,3.0755782624085746,0.9471544715447154
30,0.8384420535625632,0.8959481236361219,3.1441135091510244,0.967479674796748
31,0.839270804413781,0.8954388486324386,3.4934495045402185,0.983739837398374
32,0.840283261766306,0.8915621947538254,3.562948729691467,0.9715447154471545
33,0.8351495228940514,0.8971471675179257,3.4027207445322984,0.975609756097561
34,0.8382620460872433,0.8969103722216566,3.452222613299765,0.975609756097561
35,0.8365824125886071,0.9034875638576039,3.3551864558603706,0.975609756097561
36,0.8359202911167714,0.8938465021229005,3.453069502260627,0.9715447154471545
37,0.83489285251237,0.8988306981990964,3.589111543040935,0.9552845528455285
38,0.8353891310277701,0.8935488126787288,3.592497302264702,0.991869918699187
39,0.8347875026010632,0.90056226523161,3.194207588346993,0.9796747967479674
40,0.833495645102292,0.9040062505024559,3.4089097310372485,0.967479674796748
41,0.8346343230407364,0.8977689259443973,3.298221653796793,0.983739837398374
42,0.8375393928088091,0.8943746425538246,3.8005859682230447,0.975609756097561
43,0.8322142898612512,0.8973587805407188,3.558351795847823,0.975609756097561
44,0.8361255829662579,0.8939708966867386,3.6038249294932294,0.9878048780487805
45,0.8336231643565462,0.8937857333954597,3.6140314154024047,0.9796747967479674
46,0.8323466575726322,0.9001618103750929,3.2503811898754864,0.9715447154471545
47,0.8356696613118777,0.896559122922743,3.2760796202876703,0.975609756097561
48,0.834279825040585,0.8956683933391435,3.389588033765312,0.9878048780487805
49,0.8307715005634813,0.8991306366219101,3.2078898144446737,0.9715447154471545
