epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.7512786945792513,0.8888177275657654,180.9199902319139,1.0
2,1.5350943426160337,0.8850306868553162,106.30059882133237,1.0
3,1.4976153524843507,0.8826748132705688,74.47402228078535,1.0
4,1.4708014315563673,0.8967185020446777,73.55399531702841,1.0
5,1.378636978247843,0.8759050369262695,44.20921147254206,1.0
6,1.442271399408163,0.8866189122200012,49.275352293445216,1.0
7,1.378734522022725,0.8787869811058044,44.31204654324439,1.0
8,1.5779762779997677,0.8785734176635742,68.0032180970715,1.0
9,1.4564094117384874,0.8842220902442932,43.71478902139971,1.0
10,1.451070763424411,0.8838443756103516,58.26837075141169,1.0
