epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,6.028842433505041,0.9554645419120789,2173.428041750385,1.0
2,7.811223858365938,0.9547151327133179,2541.5521445466625,1.0
3,6.233505384119927,0.9475225210189819,1372.819069989266,1.0
4,7.7353497439350445,0.9425080418586731,3429.290973740239,1.0
5,1.3457794115297057,0.9374094009399414,12.3957983043886,1.0
6,5.88237609329341,0.9424575567245483,1630.9606830381579,1.0
7,1.2601177305197424,0.9433713555335999,8.66633173342674,1.0
8,1.4117795868951868,0.9364007711410522,11.62792113519484,1.0
9,1.336794880458649,0.9356618523597717,10.004034265395134,1.0
10,1.313509822226169,0.9370028376579285,9.010360321690959,1.0
