test_index,molecule_id,cyp_index,cyp_target,predicted_pic50,late_motion,final_step,late_amplitude,best_recurrence_lag,recurrence_ratio,recurrence_distance,curvature,spectral_concentration,selected_for_visualisation,selection_reason
0,OCNT-0010024,0,CYP1A2,4.733729839324951,0.0001945165713550523,2.011775904975366e-05,0.001494822558015585,32,0.9352133848152135,0.005821563303470612,0.0001425991504220292,0.6416831981116423,False,
0,OCNT-0010024,1,CYP2C9,4.365898609161377,2.317055987077765e-05,8.940696716308594e-08,0.00012674983008764684,32,0.4474539549203262,0.00033191146212629974,0.3943517208099365,0.31283828293912097,False,
0,OCNT-0010024,2,CYP2D6,4.065085411071777,0.00022062253265175968,0.00011636676936177537,0.002127069979906082,2,1.002158708624979,0.00044221762800589204,0.0002697196032386273,0.7083038374364479,False,
0,OCNT-0010024,3,CYP3A4,3.6630373001098633,0.00023822268121875823,9.215839963871986e-05,0.0018988384399563074,32,0.9284393696360728,0.007077907212078571,4.461542994249612e-05,0.6025642227244878,False,
1,OCNT-0491471,0,CYP1A2,4.7579426765441895,9.565910295350477e-05,4.0633181924931705e-05,0.0004987537977285683,32,0.8487447253666713,0.0025983566883951426,3.406044243092765e-06,0.5506685406877253,False,
1,OCNT-0491471,1,CYP2C9,4.5939106941223145,1.2747676009894349e-05,6.557311280630529e-07,7.32324697310105e-05,32,0.7873135531949892,0.0003214173193555325,0.09150683879852295,0.36335768861614925,False,
1,OCNT-0491471,2,CYP2D6,4.757962226867676,0.00035559519892558455,2.839990884240251e-06,0.0024098472204059362,32,0.7685801671467516,0.008745955303311348,0.00013397904695011675,0.5023676161606108,False,
1,OCNT-0491471,3,CYP3A4,4.079599857330322,3.7344176234910265e-05,5.960464477539063e-08,0.00021388455934356898,32,0.478487010187773,0.0005719516193494201,0.432212233543396,0.36485372172126496,False,
2,OCNT-0493952,0,CYP1A2,5.095365047454834,0.0003272080502938479,1.1142522453155834e-05,0.001389485434629023,32,0.6743589458260071,0.00706119742244482,0.0022228017915040255,0.6523498792556085,False,
2,OCNT-0493952,1,CYP2C9,4.923676490783691,7.1265449150814675e-06,0.0,4.710926441475749e-05,32,0.44135646446143684,0.00010079232743009925,0.5463372468948364,0.32444160566530955,False,
2,OCNT-0493952,2,CYP2D6,4.783133029937744,4.351506140665151e-05,6.522965122712776e-06,0.0003066809440497309,32,0.8994641458137532,0.0012527754297479987,0.00012746678839903325,0.6827883371258828,False,
2,OCNT-0493952,3,CYP3A4,4.543191432952881,1.2167062777734827e-05,0.0,8.446692663710564e-05,32,0.5695144004288161,0.0002219204034190625,0.4323394298553467,0.3853341523598981,False,
3,OCNT-0495173,0,CYP1A2,4.488910675048828,0.00044788402738049626,0.0,0.0019588021095842123,32,0.4195853951105127,0.006013753358274698,0.49262791872024536,0.3767825339446409,False,
3,OCNT-0495173,1,CYP2C9,4.328587055206299,0.00012561044422909617,2.589226824056823e-06,0.0007596564246341586,32,0.9057322926846374,0.0036409117747098207,4.6567482058890164e-05,0.6022811369084238,False,
3,OCNT-0495173,2,CYP2D6,4.43661642074585,0.0002190804952988401,6.391439092112705e-05,0.0021397843956947327,32,0.8540884907522212,0.0059879254549741745,0.0002144846075680107,0.546756804334131,False,
3,OCNT-0495173,3,CYP3A4,3.823951244354248,2.2206206267583184e-05,1.3978528556890524e-07,0.00016134220641106367,32,0.5867082501358591,0.0004171018081251532,0.3336445391178131,0.42093332703392194,False,
4,OCNT-0495806,0,CYP1A2,5.027181148529053,0.0003431534278206527,2.9802322387695312e-08,0.0019072622526437044,32,0.8031756004001359,0.008819855749607086,0.22018857300281525,0.5951350811161826,False,
4,OCNT-0495806,1,CYP2C9,4.9054083824157715,0.00022917812748346478,1.7681803001323715e-05,0.0015290831215679646,32,0.7517628827682891,0.005513444077223539,0.00014745195221621543,0.5034598515262881,False,
4,OCNT-0495806,2,CYP2D6,4.59521484375,0.00010810310777742416,5.460956890601665e-05,0.0008502093842253089,32,0.9831120402733469,0.0034011935349553823,0.00019867808441631496,0.5341061139940149,False,
4,OCNT-0495806,3,CYP3A4,4.66465425491333,1.6801284800749272e-05,0.0,0.00010188472515437752,32,0.40126953016807254,0.00021586740331258625,0.5911924242973328,0.3031353577549146,False,
5,OCNT-0496981,0,CYP1A2,4.9337639808654785,0.0007698526023887098,3.228066270821728e-05,0.004389866255223751,32,0.8611106516685331,0.02121398039162159,6.612051492993487e-06,0.6718264861747503,False,
5,OCNT-0496981,1,CYP2C9,4.684258937835693,0.00011054368951590732,4.492674270295538e-05,0.0007134821498766541,15,0.9801265913993785,0.0016253491630777717,0.0002564548631198704,0.484053488748852,False,
5,OCNT-0496981,2,CYP2D6,4.514142990112305,0.00018314854241907597,0.0001612513733562082,0.0014197116252034903,32,0.9362329146236383,0.005487329792231321,0.0002308691036887467,0.7363229689712576,False,
5,OCNT-0496981,3,CYP3A4,4.292953968048096,2.5759773052413948e-05,6.664001972467304e-08,0.00016921735368669033,32,0.581830554468291,0.00047979652299545705,0.36389678716659546,0.39556024965075326,False,
6,OCNT-0497785,0,CYP1A2,4.208422660827637,0.002612276701256633,4.454782174434513e-05,0.016813306137919426,2,1.0029418871860671,0.005239943508058786,2.569321395640145e-06,0.7501743669466376,True,persistent
6,OCNT-0497785,1,CYP2C9,3.9120047092437744,0.00018851671484299004,1.7014281183946878e-05,0.001171238487586379,32,0.9637832005684162,0.005814364179968834,1.7210390069521964e-05,0.615512734780965,False,
6,OCNT-0497785,2,CYP2D6,4.243542194366455,0.00029545617871917784,0.00015496644482482225,0.0028958111070096493,32,0.9740253205859227,0.009209329262375832,2.526288699300494e-05,0.6197317168731074,False,
6,OCNT-0497785,3,CYP3A4,3.244149923324585,0.00010704956366680562,2.1088702851557173e-05,0.0009055281989276409,32,0.8183433910795576,0.0028035675641149282,7.574440678581595e-05,0.5168629820338185,False,
7,OCNT-1498525,0,CYP1A2,4.38606595993042,0.0007215276127681136,0.00010821030446095392,0.004907065071165562,21,0.9502249592246808,0.01439808402210474,1.0979446415149141e-05,0.7120554266653045,False,
7,OCNT-1498525,1,CYP2C9,4.133733749389648,3.6212448321748525e-05,9.884312390795458e-08,0.0002441833494231105,32,0.6436400932593138,0.0007460550405085087,0.28837549686431885,0.46700007274890687,False,
7,OCNT-1498525,2,CYP2D6,4.21435022354126,0.0001341878523817286,5.3020401537651196e-05,0.0010290846694260836,32,0.7785819970576511,0.003343489021062851,0.00020766258239746094,0.5339693957407117,False,
7,OCNT-1498525,3,CYP3A4,3.487888813018799,0.00027831713669002056,5.022222831030376e-05,0.002037512604147196,32,0.907882067423969,0.008086022920906544,6.945656787138432e-05,0.5511317619404332,False,
8,OCNT-2148029,0,CYP1A2,3.983832359313965,0.00100697111338377,9.924571349984035e-05,0.006245805416256189,32,0.9214788899054128,0.029693178832530975,1.3474262232193723e-05,0.6621774935858389,False,
8,OCNT-2148029,1,CYP2C9,3.6568431854248047,0.0002843762922566384,3.136620216537267e-05,0.0021893801167607307,32,0.9582002595305628,0.008719968609511852,1.0343212125007994e-05,0.5867245932066391,False,
8,OCNT-2148029,2,CYP2D6,3.55747127532959,0.00023239344591274858,0.00010728130291681737,0.0020576519891619682,32,0.8639700249843941,0.006425267551094294,0.00020152736396994442,0.5743355690940602,False,
8,OCNT-2148029,3,CYP3A4,2.8132219314575195,0.0003399902780074626,6.104753992985934e-05,0.002450813539326191,32,0.9252031657495026,0.010066218674182892,5.4655654821544886e-05,0.5613177609601696,False,
9,OCNT-2308485,0,CYP1A2,5.034209728240967,0.0004005912342108786,1.1506899681990035e-05,0.0019675390794873238,32,0.6754815500712843,0.008659159764647484,0.0030271108262240887,0.4531341209318689,False,
9,OCNT-2308485,1,CYP2C9,4.83113431930542,0.00023057272483129054,4.8322719521820545e-05,0.0018377011874690652,32,0.9508072320494915,0.007015671115368605,0.00033531044027768075,0.6126136656134511,False,
