object,molecule_id,cyp_target,predicted_pic50,pdb_file,activity_min,activity_max,states,selection_reason
traj_01_CYP1A2,OCNT-2534832,CYP1A2,4.559451580047607,trajectories/01_OCNT-2534832_CYP1A2.pdb,0.8276281952857971,1.867652177810669,202,recurrence
traj_02_CYP1A2,OCNT-2534823,CYP1A2,5.16626501083374,trajectories/02_OCNT-2534823_CYP1A2.pdb,0.8255050778388977,1.867652177810669,202,spectral
traj_03_CYP3A4,OCNT-2535689,CYP3A4,4.949357509613037,trajectories/03_OCNT-2535689_CYP3A4.pdb,0.8710547089576721,1.867652177810669,202,curved
traj_04_CYP1A2,OCNT-0497785,CYP1A2,4.208422660827637,trajectories/04_OCNT-0497785_CYP1A2.pdb,0.7819937467575073,1.867652177810669,202,persistent
traj_05_CYP1A2,OCNT-2534981,CYP1A2,4.794704914093018,trajectories/05_OCNT-2534981_CYP1A2.pdb,0.8275958299636841,2.04655122756958,202,recurrence
traj_06_CYP1A2,OCNT-2535747,CYP1A2,5.144149303436279,trajectories/06_OCNT-2535747_CYP1A2.pdb,0.8255050778388977,1.867652177810669,202,spectral
traj_07_CYP3A4,OCNT-2535321,CYP3A4,4.527053356170654,trajectories/07_OCNT-2535321_CYP3A4.pdb,0.9481183290481567,1.867652177810669,202,curved
traj_08_CYP1A2,OCNT-2535607,CYP1A2,4.129968643188477,trajectories/08_OCNT-2535607_CYP1A2.pdb,0.7819937467575073,1.867652177810669,202,persistent
traj_09_CYP1A2,OCNT-2535127,CYP1A2,4.526203632354736,trajectories/09_OCNT-2535127_CYP1A2.pdb,0.7122783660888672,1.867652177810669,202,recurrence
traj_10_CYP1A2,OCNT-2535557,CYP1A2,5.083301544189453,trajectories/10_OCNT-2535557_CYP1A2.pdb,0.8251699805259705,1.867652177810669,202,spectral
traj_11_CYP3A4,OCNT-2535547,CYP3A4,4.793970584869385,trajectories/11_OCNT-2535547_CYP3A4.pdb,1.0570694208145142,1.867652177810669,202,curved
traj_12_CYP1A2,OCNT-2535777,CYP1A2,4.167654037475586,trajectories/12_OCNT-2535777_CYP1A2.pdb,0.7819328308105469,1.867652177810669,202,persistent
traj_13_CYP1A2,OCNT-2535541,CYP1A2,4.593074321746826,trajectories/13_OCNT-2535541_CYP1A2.pdb,0.8276281952857971,1.867652177810669,202,recurrence
traj_14_CYP1A2,OCNT-2535673,CYP1A2,4.955925464630127,trajectories/14_OCNT-2535673_CYP1A2.pdb,0.8251699805259705,1.867652177810669,202,spectral
traj_15_CYP3A4,OCNT-2534950,CYP3A4,4.468883037567139,trajectories/15_OCNT-2534950_CYP3A4.pdb,0.8777676820755005,1.867652177810669,202,curved
traj_16_CYP1A2,OCNT-2535778,CYP1A2,4.083553791046143,trajectories/16_OCNT-2535778_CYP1A2.pdb,0.7819937467575073,1.867652177810669,202,persistent
traj_17_CYP3A4,OCNT-2535433,CYP3A4,4.72824764251709,trajectories/17_OCNT-2535433_CYP3A4.pdb,1.178878664970398,1.867652177810669,202,recurrence
traj_18_CYP1A2,OCNT-2535567,CYP1A2,5.081192493438721,trajectories/18_OCNT-2535567_CYP1A2.pdb,0.8255045413970947,2.04655122756958,202,spectral
traj_19_CYP3A4,OCNT-2535172,CYP3A4,4.481132984161377,trajectories/19_OCNT-2535172_CYP3A4.pdb,0.8777676820755005,1.867652177810669,202,curved
traj_20_CYP1A2,OCNT-2535776,CYP1A2,4.083553314208984,trajectories/20_OCNT-2535776_CYP1A2.pdb,0.7819937467575073,1.867652177810669,202,persistent
