epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1957042098353166,0.914264976978302,20.676186515438943,1.0
2,1.234467891745501,0.8976741433143616,19.35303278892271,1.0
3,1.266980905473193,0.8983600735664368,21.14910888671875,1.0
4,1.2078358952673331,0.8991718888282776,17.232260750186057,1.0
5,1.2637170875905759,0.8949356079101562,20.23424902269917,1.0
6,1.2454211325179343,0.8902515769004822,21.068689300167946,1.0
7,1.2532442062092355,0.8898407220840454,22.64187954318139,1.0
8,1.2507155971335098,0.8897528648376465,19.274475436056814,1.0
9,1.1895943961767341,0.8891829252243042,20.33584493206393,1.0
10,1.188502876967582,0.8888847231864929,20.94892184965072,1.0
