epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.0793854041729802,0.8915369510650635,0.8289073946497987,0.8802530889002045,0.8150916980327559,0.9596543939130814,0.6606303977531531,9.795107172381494,1.0
2,1.0994864080400846,0.8889521956443787,0.8265061781205841,0.8719057019879366,0.8201295404749523,0.9597320777330859,0.6542573922863614,6.837114118760632,1.0
3,1.0184774504433565,0.8878634572029114,0.8248321632042173,0.8687222123620925,0.8132599830615524,0.9612492088024107,0.6560972485908139,6.295232949718352,1.0
4,1.0045814866636518,0.8848830461502075,0.8197433692508522,0.8668767123796235,0.8016274017430824,0.9610763793396945,0.6493929835410083,4.766194474312567,1.0
5,1.067897565098127,0.8845095038414001,0.8206385988524945,0.8640295613299458,0.8081242534466214,0.9618262715941125,0.6485743090392979,5.353576906265751,1.0
6,1.0192406651668913,0.8826712369918823,0.8181553442508236,0.8649356322321642,0.8084953391752311,0.9593840679534926,0.6398063376424068,4.4736117778285855,1.0
7,1.0307702680854682,0.8813318610191345,0.8150289228514398,0.8628017763224176,0.8028643901377166,0.9590590161944325,0.6353905087511923,3.8896330287379604,0.9354838709677419
8,1.0507388016856931,0.8809359073638916,0.8145466855507104,0.8610636460216,0.8067312987736516,0.9553711606753142,0.6350206367322756,3.9949725904772357,0.967741935483871
9,1.0260166865349334,0.880438506603241,0.8148411037659399,0.8591169635217064,0.8085073619872264,0.9563128457603048,0.635427243794522,3.9043208360671997,0.9032258064516129
10,1.0318270867720036,0.8798174858093262,0.8140774985862222,0.8564526924225007,0.8106883744287129,0.9590174213415266,0.6301515061521493,3.5592015212582004,0.9354838709677419
11,1.0459223717103698,0.8799296617507935,0.8152928399621707,0.8577970599084334,0.8143117171591969,0.9598179494260052,0.6292446333550475,5.513011317099294,0.967741935483871
12,0.9691463912120373,0.8798809051513672,0.8150336498661792,0.8582387428671767,0.8144349347607016,0.9584075593547873,0.6290533624820513,3.7233991661379413,0.8387096774193549
