epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1117186003673059,0.8990864753723145,0.8393132926732447,0.8659009322338806,0.8033705581582693,1.0489179390055603,0.6390637412952688,11.411803630090528,1.0
2,1.067818959159175,0.8992818593978882,0.8420575011837119,0.8647673409518571,0.8093394794656762,1.0581873648833204,0.6359358194339939,8.195252841518771,1.0
3,1.0256989755384485,0.8948987722396851,0.8360305759054164,0.8581830361880897,0.7985102109193897,1.0589415419075237,0.6284875146066623,5.973946548277332,1.0
4,1.2825437123514927,0.8924202919006348,0.8323067002543865,0.8575904597921018,0.7924875870730593,1.0556421601481714,0.6235065940042134,12.360370712895547,1.0
5,1.0333881765125645,0.8919616341590881,0.8329085624198268,0.8535929807716095,0.7921511236285742,1.0631372838957973,0.6227528613833263,6.374003556466872,1.0
6,1.0266221663771695,0.8878973722457886,0.8255444531804724,0.8439927273883236,0.7871544598672067,1.0548595824638693,0.6161710430024901,5.991476182014711,1.0
7,0.9691354927188232,0.8867722153663635,0.8250414247717305,0.8396569699208872,0.7890981475778147,1.0574052980926711,0.614005283495549,5.602758292228945,1.0
8,1.0434912109049854,0.8866991996765137,0.82318680040822,0.8449731750371622,0.7844640332936667,1.0530133884068569,0.6102966048951943,8.8809898361083,1.0
9,0.9972954275914822,0.885753333568573,0.8209506751832905,0.8413381991163571,0.7862866587959566,1.0472066499331527,0.6089711928876956,6.044732793684928,1.0
10,0.9864338615787777,0.8844063878059387,0.817596462213114,0.8428613938099869,0.77828325064446,1.0444010608472811,0.6048401435507278,5.825610283882387,1.0
11,0.9603458536632671,0.883507490158081,0.81656691690843,0.8441491090732879,0.7772802168999079,1.0416343561444779,0.603203985516046,5.12153858523215,1.0
12,1.0367949907730596,0.8839715719223022,0.8162303141163506,0.8396049975388845,0.7793052641562596,1.0387487897853203,0.6072622049849382,6.783328217844809,1.0
13,1.0339140599230605,0.883313000202179,0.8157286225659547,0.8405113390236739,0.7780821685939562,1.0376406987110403,0.6066802839351485,9.423888052663495,1.0
14,1.0406816672757526,0.883155345916748,0.8162920012700392,0.843035241796478,0.7782496043582653,1.0372674540688676,0.606615704856546,8.133721274714317,1.0
15,1.024872963822294,0.8832293152809143,0.8164489666907839,0.8446313551157668,0.7776169321654904,1.0370268053505864,0.6065207741312922,8.234639283149473,1.0
