epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.321710549920798,0.8882637619972229,22.069544815248058,1.0
2,1.3036603502206678,0.8885499835014343,23.331743913312113,1.0
3,1.2246618440213797,0.8860646486282349,16.964447129157282,1.0
4,1.5247516730301167,0.8837802410125732,31.877274663217605,1.0
5,1.227830953602886,0.8812622427940369,14.769970501622845,1.0
6,1.2407963573652605,0.8826078772544861,17.78827976795935,1.0
7,1.3038218570175406,0.8796296715736389,21.697854142035208,1.0
8,1.4146119354897317,0.8783894777297974,26.90050994965338,1.0
9,1.1745853339709578,0.8786637783050537,14.881716251373291,1.0
10,1.220636809124205,0.8787782788276672,16.5322844905238,1.0
