epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.0238056983593697,0.905210018157959,0.8577182327453641,0.8800111406562577,0.874212553795644,1.007267976105038,0.6693812604245161,5.977609107571263,0.967741935483871
2,0.9866406782018624,0.895838737487793,0.8465709432562754,0.8799931131674628,0.8371995738841924,1.027922042119012,0.6411690438544343,4.127942492884975,0.967741935483871
3,0.9698394920298719,0.8970150351524353,0.8439195154719241,0.8721715461920603,0.8261234715493471,1.022658038181578,0.6547250059647113,3.4025284359532018,0.9354838709677419
4,0.9975422727518319,0.90755695104599,0.8677699658799854,0.863924124108618,0.8853222875831726,1.039631254466909,0.6822021973612422,3.8697856241656887,0.8709677419354839
5,0.9656544121632721,0.9053040146827698,0.8610329824291172,0.8833805573991816,0.8719287908391287,1.029418802640827,0.6594037788373316,2.622211771626626,0.7419354838709677
6,0.9480882187149217,0.8973550796508789,0.8402974320225589,0.8757050971187559,0.8344134307717425,1.0044104821826243,0.6466607180171133,2.7609075692392167,0.7419354838709677
7,0.9637589217123895,0.8955406546592712,0.8431589215490333,0.8739929407961123,0.8571171227387817,0.9958802865254874,0.6456453361357516,3.084764030671889,0.8064516129032258
8,0.9738038363104369,0.8986470699310303,0.8420734733033622,0.8731853419379357,0.8766678310886837,0.9780652291483565,0.6403754910384732,2.7849211500537012,0.8387096774193549
9,0.9537740421962174,0.8947779536247253,0.8409993134476518,0.8610007414191774,0.8706304857460772,1.0016999558117,0.6306660708136528,2.6533165439482658,0.6774193548387096
10,0.8994165265028571,0.888494610786438,0.8352573081096761,0.8716118247233183,0.8548821940191036,0.9923432833322882,0.622191930363994,2.230231600423013,0.5483870967741935
11,0.9100161746818581,0.889691948890686,0.8353884224744261,0.8706381833256897,0.8514380010591017,0.9935511361215025,0.6259263693914108,2.167118166723559,0.5483870967741935
12,0.9471758538941453,0.8901130557060242,0.8336273997185338,0.8779523474068617,0.8478094721732219,0.982773814243976,0.6259739650500755,2.345555493908544,0.5483870967741935
13,0.8965443896081823,0.8898614645004272,0.8329397471842797,0.8743934749627328,0.8515874651705504,0.9837554597041075,0.622022588899728,2.1935254143130396,0.45161290322580644
14,0.9205594179771587,0.889119565486908,0.8321989986790503,0.8726587810215749,0.8491114772336333,0.9857138291298563,0.6213119073311371,2.1709188838158884,0.45161290322580644
15,0.9091844330757234,0.8900779485702515,0.8332317358114689,0.8749263588841197,0.8470277431785922,0.9881419768864135,0.62283086429675,2.264872097199963,0.5161290322580645
