epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.0531924079099897,0.9371885061264038,7.27652152892082,1.0
2,1.0796005252158682,0.932481586933136,6.122139553869924,1.0
3,1.0579358390567064,0.930273711681366,6.372717080577727,1.0
4,1.0831087001105744,0.9232798218727112,6.227901089575983,1.0
5,1.0857829903621472,0.9213380217552185,7.046697162812756,1.0
6,1.054800868127951,0.9204805493354797,5.779620655121342,1.0
7,1.0827310251188258,0.9187033772468567,7.028714137692606,1.0
8,1.0128199968390479,0.9177717566490173,5.239243568912629,1.0
9,1.003800544970583,0.9157617688179016,6.311705358566776,1.0
10,1.04085969014371,0.9189554452896118,8.109297164024845,1.0
