epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.7771199251335312,0.9253286123275757,0.8651060119651153,0.9101218749377457,0.8267270222422051,1.0494404827928976,0.6741346678876126,286.95609504945816,1.0
2,1.8120982574643754,0.9131584167480469,0.8644762287620676,0.9021871248692699,0.8870601310022185,0.9992419896620537,0.6694156695147283,625.9908669994724,1.0
3,1.8502610403505177,0.9072840809822083,0.8476688987715079,0.8939252867645873,0.802559144666261,1.0068761313505987,0.6873150323045841,443.0146896146959,1.0
4,2.381343240050183,1.1933319568634033,1.353220074670718,1.1537222308560948,1.6144413002980937,1.5877481954214199,1.0569685721072635,18582.545746741755,1.0
5,1.725777259763226,0.909418523311615,0.8486239124720777,0.877245522429741,0.7998679915542457,0.9982586556048599,0.719123480299464,196.13258091095955,1.0
6,1.563139343746819,0.951901912689209,0.9481760793044476,0.9037282699027099,0.9417436571883118,1.2488874573724413,0.6983449327543276,114.23423810928098,1.0
7,5.934557350945999,0.9076647162437439,0.8410985932165773,0.8747181776291628,0.8146913164371377,0.9681613402570062,0.7068235385430025,1987.3576728682365,1.0
8,1.8264584105123505,0.9191474914550781,0.8755097184950453,0.8989268818919431,0.8532764443516833,1.0375300355284318,0.712305512208123,148.44141519454217,1.0
9,1.4527028122999723,1.1618461608886719,1.3468552377281493,0.9199388649166549,2.0871846474569855,1.5279007102637212,0.8523967282752356,47.53010750585987,1.0
10,1.4548962131900438,0.8988783955574036,0.8279593173483359,0.8697773123390153,0.7687887987357135,0.9939780795974736,0.6792930787211409,63.93172564045076,1.0
11,1.5557094277352284,1.1466007232666016,1.3061898645206007,0.8915518840559514,1.6500129666876173,1.7781190658215011,0.9050755415173335,146.4809002953191,1.0
12,1.5153604105573253,0.8938303589820862,0.8258055239028801,0.8238975056209489,0.8204179953823416,0.9945723426918439,0.664334251916386,29.844641550894707,1.0
13,1.401917806942582,4.705490589141846,6.3482644450814085,7.591127834680969,4.272878138346283,9.036835943851006,4.4922158634473774,46.31437806160219,1.0
14,1.3375802980415017,0.8989601135253906,0.8403114022650965,0.8536059869591165,0.8531268601298285,0.9921837899244074,0.6623289720470334,22.299489798084384,1.0
15,1.3981641008070276,0.89686119556427,0.8392296020615789,0.8897414028397402,0.819762666164549,0.9841308849249074,0.663283454317119,29.333111678400346,1.0
