epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.3606954708304526,0.8945492506027222,23.485140000620195,1.0
2,1.364315296798014,0.8955106735229492,20.462175838408932,1.0
3,1.2789267412887382,0.8948183059692383,16.05761545704257,1.0
4,1.32671624189582,0.8870601058006287,17.498881459236145,1.0
5,1.201167595184293,0.8816978931427002,11.54979786565227,1.0
6,1.1801606063407535,0.8805292844772339,12.065392659556482,1.0
7,1.2027254112905166,0.8820853233337402,13.209427895084504,1.0
8,1.1901165742471655,0.8814767599105835,11.105321257345137,1.0
9,1.1454925026699605,0.8847058415412903,11.386855033136182,1.0
10,1.1351720969821308,0.8816419243812561,11.050837468716406,1.0
