epoch,train_rmse,validation_rmse,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.3230571159417486,0.8884139060974121,22.106995328780144,1.0
2,1.3064184764470994,0.8891345262527466,23.511403476038286,1.0
3,1.2231022536795535,0.8861796259880066,16.81761298641082,1.0
4,1.5135533117814335,0.885657548904419,30.875127446266912,1.0
5,1.214347081524886,0.8831928372383118,16.063091404976383,1.0
6,1.2407737381682988,0.8838709592819214,17.103110186515316,1.0
7,1.298302499130113,0.8788052797317505,21.699401436313504,1.0
8,1.4153653130809736,0.8775661587715149,26.164055589706667,1.0
9,1.1662481313762325,0.8787460327148438,13.725476434153896,1.0
10,1.194108208528683,0.8784448504447937,16.646168701110348,1.0
11,1.2746343295314018,0.8771389126777649,14.983982886037518,1.0
12,1.2509874672484858,0.8769969344139099,16.482553189800633,1.0
