epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1474290014916952,0.9138092994689941,0.8594146719724984,0.8749232538314502,0.8353217895622379,1.0042525134577638,0.723161131038542,20.633103462957568,1.0
2,1.0764191828193643,0.9122464060783386,0.8601137254305067,0.8778588463433082,0.8438390475892398,1.0014669744517508,0.717290033337728,12.534390411069316,1.0
3,1.059052937140897,0.9116244316101074,0.8597560167253517,0.8826942249265374,0.8423053341128589,0.9993311169690533,0.7146933908929576,8.097368494156868,1.0
4,1.1307410077327198,0.9095959663391113,0.858809253835962,0.884068914089504,0.8389452192160589,1.0099408423287675,0.7022820397095175,8.483063097923033,0.967741935483871
5,1.045218669938721,0.9036831259727478,0.8510931151708178,0.884396763742586,0.8320523274255078,1.0022514074828681,0.685671962032309,6.355410033656705,0.967741935483871
6,1.0648703124425314,0.9005776643753052,0.849916206152201,0.886741297086203,0.8378360523416909,0.9960816684222302,0.6790058067586798,7.026528358459473,1.0
7,1.0115771877856319,0.8996845483779907,0.8491446903410699,0.8854499216527186,0.8405933510645777,0.995308351857227,0.6752271367897565,8.080065265778572,1.0
8,1.0960032165240252,0.8986188173294067,0.849459191609278,0.8851932364424486,0.8415006759085938,0.9993675327821613,0.6717753213039079,9.661462768431633,1.0
9,1.0196426234665208,0.8968454003334045,0.845259760951151,0.8842971322252959,0.8349011896655034,0.9960455486596492,0.6657951732541553,7.480281068432715,1.0
10,1.0149625525120172,0.8959081172943115,0.8450703066499304,0.8838889611427819,0.8396262076717287,0.9949134524121693,0.6618526053730417,7.100997655622421,1.0
11,0.9749600418204586,0.8941441774368286,0.8405358260772503,0.8830213520506286,0.834065324018739,0.9883675498447027,0.6566890783949311,5.723774425445065,1.0
12,1.0881922528883083,0.8936359882354736,0.8399660420419373,0.8827133437768218,0.8317026018922682,0.9893137117170168,0.6561345107816424,7.545158078593593,1.0
13,1.0159089737708795,0.8936870694160461,0.8401697430174451,0.8833106792881275,0.8317063768583814,0.988866777397906,0.6567951385253656,10.697296392533087,0.967741935483871
14,1.0547485668129963,0.8938449025154114,0.8403602553141224,0.88381395181779,0.8307363591674525,0.9902792484218333,0.6566114618494138,7.994733095169067,1.0
15,1.0632574224827993,0.8940057754516602,0.8412352797011586,0.8829076086686023,0.8337311297722605,0.9907145748888629,0.6575878054749087,7.095458992065922,1.0
