epoch,train_rmse,validation_rmse,validation_ma_st_rae,validation_CYP1A2_st_rae,validation_CYP2C9_st_rae,validation_CYP2D6_st_rae,validation_CYP3A4_st_rae,mean_raw_gradient_norm,fraction_gradients_clipped
1,1.1785718375689773,0.9091731309890747,0.8456451109689085,0.8722371156568772,0.787380703937574,1.0231225207590398,0.699840103522143,13.36782245482168,1.0
2,1.0978451017150284,0.9103128910064697,0.8474450941578182,0.8766354818984599,0.7910690879079249,1.0222474104184829,0.6998283964064049,12.489871286576793,1.0
3,1.1488659731489883,0.9073032736778259,0.8443016157829161,0.8734047613062438,0.7895248455051703,1.0230245448070894,0.6912523115131611,12.563117900202352,1.0
4,1.1565134275312972,0.9044577479362488,0.8414058938085722,0.8705158763233618,0.7779244449408468,1.0294649546923276,0.6877182992777531,14.586273054922781,1.0
5,1.1434759617660981,0.9019503593444824,0.8352270864131126,0.872242528846162,0.7594206751495682,1.0223145295982574,0.6869306120584628,11.775396200918383,1.0
6,1.101728320974223,0.9002977609634399,0.8336560904693137,0.8667152164418468,0.758737738312721,1.0249983445904205,0.6841730625322665,11.27521433753352,1.0
7,1.1177320238226678,0.9000999927520752,0.8329994846052479,0.8661207372348767,0.7564006789380116,1.028298041324081,0.681178480924022,10.824392064925163,1.0
8,1.120346236079771,0.9000123739242554,0.8331530745300186,0.8678436925610249,0.7572909175221647,1.0255568829270036,0.6819208051098815,10.71695904193386,1.0
9,1.1156850987805889,0.8993833065032959,0.8323954248190812,0.8637681061544841,0.7604577469949668,1.0258511733317157,0.6795046727951584,9.474016762548878,1.0
10,1.0701127305866511,0.9002758860588074,0.8331118074891162,0.8658385431884937,0.7601360756959814,1.0255689637446728,0.680903647327317,9.298330506970805,1.0
